Product,Country,Year,Population,Production (t),production__tonnes__per_capita,Production per capita (kg),Yield (t/ha),Yield (kg/animal),Land Use (ha),area_harvested__ha__per_capita,Land Use per capita (m²),Producing or slaughtered animals,Producing or slaughtered animals per capita,Imports (t),imports__tonnes__per_capita,Imports per capita (kg),Exports (t),exports__tonnes__per_capita,Exports per capita (kg),Domestic supply (t),domestic_supply__tonnes__per_capita,Domestic supply per capita (kg),Food (t),food__tonnes__per_capita,Food per capita (kg),Animal feed (t),feed__tonnes__per_capita,Animal feed per capita (kg),Other uses (t),other_uses__tonnes__per_capita,Other uses per capita (kg),Supply chain waste (t),waste_in_supply_chain__tonnes__per_capita,Supply chain waste per capita (kg),Food supply (kg per capita per year),Food supply (g per capita per day),Food supply (kcal per capita per day),Food supply (Protein g per capita per day),Food supply (Fat g per capita per day)
,Armenia,2013,2901386,20906,0.0072055217,7.2055217,6.7114,,3115,0.0010736248,10.736248000000002,,,82000,0.028262354,28.262354,0,0,0,100000,0.034466285,34.466285,7000,0.00241264,2.41264,34000,0.011718538,11.718538,,,,7000,0.00241264,2.41264,2.4800034,6.794529795068401,20.440027,0.49000067,0.20000027
,Armenia,2014,2889937,20158,0.0069752387,6.975238699999999,7.0829,,2846,0.0009847966,9.847966,,,52000,0.017993473,17.993472999999998,,,,86000,0.029758435,29.758435,14000,0.0048443964,4.8443964,33000,0.011418934,11.418934,,,,7000,0.0024221982,2.4221982,4.7499886,13.013667267123601,39.219906,0.9399977,0.37999907
,Armenia,2015,2878598,21720,0.00754534,7.54534,6.8820996,,3156,0.001096367,10.96367,,,50000,0.017369566,17.369566,,,,73000,0.025359567,25.359567,14000,0.0048634787,4.8634787,31000,0.010769132,10.769132,,,,6000,0.0020843481,2.0843480999999997,4.969986,13.616399863836,41.019886,0.97999734,0.3999989
,Armenia,2016,2865841,21026,0.007336764,7.336764,6.3908997,,3290,0.001148005,11.480049999999999,,,36000,0.012561758,12.561758,,,,61000,0.0212852,21.2852,17000,0.0059319413,5.9319413,21000,0.007327692,7.327692,,,,5000,0.0017446886,1.7446886000000001,6.0699983,16.630132162465802,50.069984,1.1999997,0.48999986
,Armenia,2017,2851929,10413,0.003651213,3.651213,4.9002,,2125,0.0007451097,7.451097,,,48000,0.016830714,16.830714,0,0,0,56000,0.019635832,19.635832,6000,0.0021038393,2.1038392999999997,13000,0.0045583183,4.5583183,,,,4000,0.0014025595,1.4025595,2.1999931,6.0273782958906,18.099943,0.42999864,0.17999944
,Armenia,2018,2836563,7615,0.002684587,2.684587,5.5060997,,1383,0.0004875619,4.875619,,,71000,0.025030293,25.030293,0,0,0,69000,0.024325212,24.325212,16000,0.005640629,5.640629000000001,22000,0.007755865,7.755865,,,,5000,0.0017626967,1.7626967,5.4799943,15.013682863561801,45.169952,1.079999,0.43999955
,Armenia,2019,2820604,4758,0.0016868728,1.6868728,4.1847,,1137,0.00040310516,4.0310516000000005,,,70000,0.02481738,24.81738,0,0,0,75000,0.02659005,26.59005,12000,0.0042544077,4.2544077,24000,0.008508815,8.508815,,,,6000,0.0021272039,2.1272039,4.3899937,12.0273798797262,35.87995,0.8599988,0.34999952
,Armenia,2020,2805610,6466.8,0.0023049533,2.3049532999999998,5.2068,,1242,0.00044268448,4.4268448000000005,,,78000,0.027801441,27.801441,0,0,0,83000,0.029583585,29.583585,15000,0.005346431,5.346431,28000,0.009980004,9.980004000000001,,,,6000,0.0021385723,2.1385723000000003,5.31,14.54794506,43.73,1.04,0.42000002
,Armenia,2021,2790971,6291.9,0.0022543767,2.2543767,5.3777,,1170,0.00041920895,4.1920895,,,72000,0.025797473,25.797473,0,0,0,79000,0.02830556,28.30556,25000,0.008957456,8.957456,25000,0.008957456,8.957456,,,,6000,0.0021497894,2.1497894,8.869997,24.301361400822,69.81998,1.6799994,0.67999977
,Armenia,2022,2780472,5154.1,0.0018536781,1.8536781,5.1644,,998,0.00035893187,3.5893186999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Asia,1961,1725304300,31601108,0.01878833,18.78833,1.136885,,27796222,0.016526148,165.26148,,,2930000,0.0017420072,1.7420072,748000,0.0004451357,0.4451357,33735000,0.020056864,20.056864,10068000,0.0059858463,5.9858463,18391000,0.010941992,10.941991999999999,1317000,0.0008429767,0.8429767,2409000,0.0014334619,1.4334619,5.982345,16.38998613747,47.083878,1.1444824,0.45146903
,Asia,1962,1760633000,31028646,0.01808376,18.08376,1.1827286,,26234796,0.0152898645,152.898645,,,3495000,0.0020368504,2.0368504,685000,0.00039958948,0.39958948,32838000,0.019137653,19.137653,10419000,0.0060720877,6.0720877,16958000,0.009890072,9.890072,1371000,0.0008606471,0.8606471,2331000,0.0013596512,1.3596512,6.071996,16.635605313096,47.712566,1.1595324,0.46150205
,Asia,1963,1806724500,34999330,0.019880824,19.880823999999997,1.2418653,,28182872,0.01600884,160.0884,,,3869000,0.00219762,2.19762,1082000,0.0006151659,0.6151658999999999,38104000,0.021643348,21.643348,11068000,0.0062867044,6.2867044,21242000,0.01207434,12.07434,1250000,0.0007649046,0.7649046,2671000,0.0015184626,1.5184625999999999,6.282818,17.213199827868,49.162518,1.1917253,0.4689166
,Asia,1964,1854882600,38885010,0.02151722,21.517220000000002,1.3196802,,29465476,0.016304875,163.04875,,,4422000,0.0024467963,2.4467963,1527000,0.00084572245,0.84572245,41010000,0.022691794,22.691794,11457000,0.0063394266,6.3394265999999995,23440000,0.012979296,12.979296,1244000,0.00074164063,0.74164063,2922000,0.0016182201,1.6182200999999998,6.3368573,17.3612527030998,49.561153,1.1992322,0.46987385
,Asia,1965,1901594800,38449868,0.020756511,20.756511,1.3219807,,29085044,0.01570107,157.0107,,,4514000,0.0024366523,2.4366523,1204000,0.0006505311,0.6505311,42001000,0.022672094,22.672094,11970000,0.006461393,6.461393,23574000,0.012734475,12.734475,1355000,0.00078824465,0.78824465,2906000,0.0015700328,1.5700328,6.460743,17.700665576418,50.394474,1.2168489,0.47486925
,Asia,1966,1948036900,45726390,0.024099065,24.099065,1.4278579,,32024470,0.016877776,168.77776,,,4587000,0.002417318,2.417318,1683000,0.00088776747,0.88776747,48625000,0.025625048,25.625048,12621000,0.006651182,6.651182,29125000,0.015359907,15.359907000000002,1414000,0.0008032485,0.8032484999999999,3416000,0.0018018024,1.8018024000000001,6.6486855,18.215576530173,51.58466,1.2315433,0.47671017
,Asia,1967,1994226700,47969140,0.024698269,24.698269,1.573707,,30481620,0.015694326,156.94326,,,5393000,0.0027765653,2.7765653,1483000,0.0007642393,0.7642393,52749000,0.02715762,27.15762,14338000,0.0073818644,7.3818644,31115000,0.016031228,16.031228000000002,1575000,0.00087431434,0.87431434,3695000,0.0019040549,1.9040549,7.3801923,20.2197047293098,57.53679,1.3664975,0.53999764
,Asia,1968,2042761300,46321110,0.023284841,23.284841,1.4843252,,31206850,0.015687156,156.87156000000002,,,6529000,0.0032818166,3.2818166,1815000,0.00091317727,0.91317727,50762000,0.025515633,25.515633,13253000,0.0066616503,6.661650300000001,30474000,0.015329146,15.329146,1379000,0.0007475165,0.7475165,3444000,0.0017327018,1.7327018,6.660097,18.246840913422,51.5458,1.2185801,0.47640732
,Asia,1969,2093665800,45767500,0.022447966,22.447966,1.4836963,,30846946,0.015129758,151.29758,,,6916000,0.003391941,3.391941,1828000,0.0008973872,0.8973871999999999,51295000,0.02515755,25.15755,13553000,0.006647047,6.647047,30634000,0.015035527,15.035527,1482000,0.0007839522,0.7839522000000001,3431000,0.0016842844,1.6842844,6.6462975,18.209034064485,51.387424,1.207127,0.47144866
,Asia,1970,2144906500,52963108,0.025356524,25.356523999999997,1.6968836,,31211988,0.014942995,149.42995000000002,,,7744000,0.0037073041,3.7073041,1814000,0.00086924096,0.8692409600000001,58135000,0.027831111,27.831111,15344000,0.007345671,7.345670999999999,34927000,0.01673311,16.73311,1493000,0.00077106094,0.77106094,4020000,0.0019263236,1.9263236,7.343374,20.118832675524,56.643562,1.3313943,0.53263706
,Asia,1971,2195423700,53607492,0.025073905,25.073905,1.6808128,,31893790,0.014917726,149.17726,,,6985000,0.0032669494,3.2669494,2276000,0.0010655124,1.0655124,57879000,0.027070547,27.070547,13173000,0.0061611347,6.1611347,36706000,0.017180543,17.180543,1553000,0.0007838136,0.7838136,4003000,0.0018740466,1.8740466,6.1596675,16.875801201105002,47.014065,1.08791,0.4064641
,Asia,1972,2245577200,49545212,0.022646738,22.646738,1.579428,,31369088,0.014338571,143.38571,,,9289000,0.0042475048,4.247504800000001,2075000,0.00094971666,0.94971666,58466000,0.026734268,26.734268,14593000,0.0066728215,6.6728215,35870000,0.016414281,16.414281,1814000,0.0008953988,0.8953988,3851000,0.0017626471,1.7626471000000001,6.673292,18.282991597992,51.03585,1.1877106,0.4634295
,Asia,1973,2296594000,58809664,0.02628397,26.28397,1.767986,,33263648,0.0148666175,148.666175,,,11627000,0.00519848,5.19848,1635000,0.0007317093,0.7317093,67640000,0.030242126,30.242126000000003,15576000,0.006964095,6.964095,43286000,0.019367954,19.367954,1877000,0.0009062396,0.9062395999999999,4477000,0.0020036928,2.0036928,6.962937,19.076539535262,52.98518,1.2257925,0.46603376
,Asia,1974,2346946800,62906660,0.027512094,27.512094,1.8759295,,33533596,0.014665847,146.65847,,,11454000,0.0050113685,5.011368500000001,2578000,0.0011290039,1.1290039,71355000,0.031219332,31.219331999999998,15505000,0.0067837676,6.7837676,46398000,0.020315547,20.315547,2099000,0.0009921213,0.9921213,4820000,0.0021110107,2.1110107,6.7850437,18.5891606360262,51.436344,1.1867797,0.4433333
,Asia,1975,2395376000,69450480,0.029761288,29.761288,1.982486,,35032016,0.015012105,150.12105,,,10954000,0.004696003,4.696003,2491000,0.0010689184,1.0689184,77748000,0.033330735,33.330735,16846000,0.007221916,7.221916,51092000,0.021920055,21.920055,1927000,0.00089293864,0.89293864,5195000,0.0022294356,2.2294356,7.2194834,19.7794063775484,55.08114,1.2882506,0.4871055
,Asia,1976,2442681600,69554136,0.029230645,29.230645,1.9669882,,35360730,0.01486061,148.6061,,,12949000,0.005444222,5.444222,2892000,0.0012170699,1.2170699,79698000,0.033507884,33.507884000000004,16474000,0.0069262576,6.9262576000000005,53167000,0.022370627,22.370627,2048000,0.0009312756,0.9312756,5270000,0.0022180788,2.2180788,6.927201,18.978632686926,52.66621,1.2018439,0.44760618
,Asia,1977,2489872400,70069660,0.028891942,28.891942,1.9570733,,35803290,0.014762831,147.62831,,,14745000,0.00608245,6.08245,1945000,0.00080310705,0.8031070499999999,82934000,0.034211047,34.211047,17270000,0.007124036,7.124036,55252000,0.022809794,22.809794,2191000,0.0009781645,0.9781645000000001,5378000,0.0022209454,2.2209453999999997,7.1246657,19.519631859598203,53.947205,1.2291516,0.44963178
,Asia,1978,2536783600,79298000,0.032095827,32.095827,2.1369622,,37107816,0.01501937,150.1937,,,17875000,0.0072380826,7.2380826,2288000,0.00092737563,0.92737563,94741000,0.038363256,38.363256,19026000,0.007704154,7.704154,64105000,0.025978383,25.978383,2550000,0.0011183232,1.1183231999999999,6106000,0.0024753385,2.4753385,7.703123,21.104446364298,58.107803,1.3297073,0.48225746
,Asia,1979,2584916700,82526040,0.03278304,32.78304,2.238185,,36871860,0.014647154,146.47154,,,22644000,0.008999274,8.999274,2398000,0.000953953,0.953953,101462000,0.040323455,40.323455,17997000,0.0071524433,7.1524433,70758000,0.028143309,28.143309,2745000,0.001182191,1.182191,6648000,0.0026452232,2.6452232,7.1511846,19.5922863794196,53.972187,1.2352918,0.43855992
,Asia,1980,2635334400,87453110,0.03407731,34.07731,2.323513,,37638310,0.014666287,146.66287,,,23374000,0.009112229,9.112229,2513000,0.0009806373,0.9806373,108874000,0.042443946,42.443946000000004,20432000,0.007965306,7.965306,75298000,0.029378008,29.378008,2817000,0.0011904307,1.1904306999999998,6980000,0.0027244561,2.7244561000000003,7.966507,21.826046357082,60.384693,1.3786445,0.50896007
,Asia,1981,2687793200,85104180,0.032515742,32.515742,2.2992477,,37013924,0.014141905,141.41905,,,23974000,0.009164198,9.164198,2827000,0.0010816946,1.0816946,106328000,0.04064448,40.644479999999994,20496000,0.007834713,7.834713,72315000,0.02766506,27.66506,3180000,0.0013179992,1.3179992,6920000,0.0026485324,2.6485324,7.8342,21.463561429200002,59.198887,1.3404642,0.49670178
,Asia,1982,2742593500,84489590,0.03163646,31.63646,2.4358218,,34686280,0.012988004,129.88003999999998,,,24708000,0.009256496,9.256496,3055000,0.0011456325,1.1456324999999998,106500000,0.03989869,39.89869,19430000,0.0072791693,7.2791692999999995,73004000,0.027372014,27.372014,3642000,0.001479874,1.479874,6712000,0.0025177677,2.5177677,7.2789755,19.942398430713,55.392704,1.2510781,0.4564847
,Asia,1983,2797881300,96566350,0.035445366,35.445366,2.6478264,,36470050,0.013386589,133.86589,,,28894000,0.010611598,10.611598,2874000,0.0010565391,1.0565391,121651000,0.044677496,44.677496,22996000,0.008445501,8.445501,82239000,0.030227626,30.227626,4883000,0.0019460892,1.9460892,7761000,0.0028540092,2.8540091999999997,8.446284,23.140503878184003,64.168396,1.4516145,0.5363351
,Asia,1984,2853170200,103660610,0.037314225,37.314225,2.847686,,36401696,0.013103348,131.03348,,,24322000,0.008760274,8.760274,4427000,0.0015960805,1.5960804999999998,123245000,0.044390265,44.390265,24071000,0.00866987,8.66987,82643000,0.029790642,29.790642,4435000,0.0017347491,1.7347491000000002,7832000,0.0028246574,2.8246574,8.670368,23.754432639168,66.05116,1.5020713,0.55698806
,Asia,1985,2909856500,93148540,0.032878835,32.878835,2.6314597,,35398050,0.012494523,124.94523000000001,,,25230000,0.008911162,8.911162000000001,9278000,0.0032801973,3.2801973,108297000,0.03825018,38.25018,21979000,0.0077629182,7.7629182,71193000,0.02516589,25.16589,4565000,0.0017521327,1.7521327,6646000,0.00235051,2.35051,7.7626724,21.2675954037624,58.627403,1.3051913,0.47855234
,Asia,1986,2968294700,102919390,0.035615083,35.615083,2.7360654,,37615836,0.013016896,130.16896,,,26496000,0.009175075,9.175075,9758000,0.0033823664,3.3823664,113658000,0.039357666,39.357666,24427000,0.008458618,8.458618,74828000,0.025933078,25.933078,2426000,0.0009133458,0.9133458,7489000,0.0025968703,2.5968703,8.458885,23.175027165510002,63.994884,1.4459418,0.53172016
,Asia,1987,3028624600,107462950,0.036450412,36.450412,2.8631814,,37532708,0.012730737,127.30737,,,31528000,0.01070151,10.701509999999999,5689000,0.001932935,1.932935,125359000,0.042550452,42.550452,22270000,0.0075590787,7.5590787,77984000,0.026492165,26.492165,12258000,0.0045254077,4.525407700000001,8059000,0.0027393124,2.7393123999999998,7.5578933,20.7065567792358,56.814175,1.2617536,0.45037562
,Asia,1988,3089224400,111778520,0.037174474,37.174474,2.8887858,,38693944,0.012868547,128.68546999999998,,,30960000,0.010303966,10.303965999999999,5271000,0.0017560278,1.7560277999999998,133780000,0.044524048,44.52404799999999,25747000,0.008568998,8.568997999999999,81780000,0.02724059,27.240589999999997,12275000,0.0044452413,4.445241299999999,8553000,0.0028506762,2.8506762,8.571769,23.484298395294,65.043015,1.4726176,0.55407006
,Asia,1989,3149703000,114581304,0.037371922,37.371922000000005,2.9491572,,38852220,0.012672068,126.72068,,,33382000,0.010897667,10.897667,5143000,0.0016806389,1.6806389,139520000,0.045546778,45.546778,27367000,0.00893405,8.934050000000001,84140000,0.027491055,27.491055,14385000,0.005112399,5.112399,8582000,0.0028057483,2.8057483,8.932517,24.472649070342,68.06875,1.5206716,0.57644475
,Asia,1990,3210563800,132718730,0.04244109,42.44109,3.3160663,,40022940,0.012798625,127.98625,,,33158000,0.0106134955,10.6134955,4878000,0.001562965,1.562965,148905000,0.04766278,47.662780000000005,26895000,0.008608781,8.608780999999999,88522000,0.02837532,28.37532,17856000,0.006225342,6.225342,10292000,0.0033011965,3.3011965,8.611242,23.592443599692004,65.49729,1.4623522,0.5420025
,Asia,1991,3269054200,133217170,0.041812673,41.812673000000004,3.3735313,,39488936,0.012394333,123.94333,,,32361000,0.010173226,10.173226,9237000,0.0029067353,2.9067353,150625000,0.047351506,47.351506,25320000,0.007959769,7.9597690000000005,94608000,0.029784665,29.784664999999997,14530000,0.0049782773,4.9782773,10701000,0.0033711784,3.3711784,7.960405,21.80932854903,60.12216,1.3253211,0.47824165
,Asia,1992,3324377600,134651330,0.040687647,40.687647,3.3771362,,39871452,0.012047973,120.47973,,,35637000,0.010785654,10.785654000000001,10848000,0.0033072655,3.3072654999999997,156545000,0.047378853,47.378853,27779000,0.008407405,8.407404999999999,103894000,0.031489015,31.489015000000002,7350000,0.0024326614,2.4326614,11663000,0.003537326,3.5373259999999997,8.406599,23.031777851874,63.721928,1.418111,0.51118207
,Asia,1993,3378235600,140925180,0.041905954,41.905954,3.629523,,38827464,0.011545857,115.45857,,,36192000,0.010779857,10.779857,11794000,0.003538432,3.5384320000000002,161423000,0.04808015,48.08015,28178000,0.008392871,8.392871,110072000,0.03283281,32.832809999999995,5417000,0.0017659734,1.7659734,11800000,0.0035222387,3.5222387,8.39062,22.987999770120002,63.645546,1.4231637,0.50041157
,Asia,1994,3431171000,136452420,0.03995125,39.95125,3.4521568,,39526716,0.011572838,115.72838,,,33508000,0.009827317,9.827317,9407000,0.0027788726,2.7788726,165234000,0.048460275,48.460274999999996,28736000,0.008427772,8.427772000000001,115804000,0.03401298,34.01298,2386000,0.00076641113,0.7664111299999999,12218000,0.0035911694,3.5911694,8.425977,23.084868262302,64.07153,1.4257644,0.48396727
,Asia,1995,3483316700,149038560,0.042984452,42.984452,3.6142128,,41236800,0.011893172,118.93172,,,46430000,0.013414498,13.414498,578000,0.0001681984,0.1681984,189041000,0.05461749,54.61749,30231000,0.008734303,8.734303,127143000,0.036787782,36.787782,13242000,0.0041926084,4.1926084,12302000,0.003562134,3.562134,8.732362,23.924279212812003,66.953186,1.4966655,0.5109051
,Asia,1996,3534544100,167185860,0.047521304,47.521304,3.849672,,43428600,0.012344248,123.44248,,,39624000,0.0112832645,11.2832645,911000,0.0002612776,0.2612776,198541000,0.056536205,56.536205,32200000,0.009169218,9.169217999999999,127995000,0.03650104,36.501039999999996,18534000,0.005786205,5.786205,13371000,0.0038160342,3.8160342,9.1725645,25.130313447327,70.29578,1.5674016,0.5327348
,Asia,1997,3585198300,143550830,0.04022846,40.22846,3.396563,,42263556,0.011843873,118.43872999999999,,,40717000,0.011431784,11.431784,7063000,0.001997178,1.9971780000000001,188725000,0.052986797,52.986797,30722000,0.008625569,8.625568999999999,128204000,0.03604753,36.04753,10493000,0.0032312411,3.2312411,12664000,0.003563672,3.563672,8.626592,23.634498393792,65.65441,1.4655595,0.51089704
,Asia,1998,3635443000,175330220,0.048457015,48.457015,3.988192,,43962332,0.012150121,121.50121,,,36691000,0.010160012,10.160012,5818000,0.0016224612,1.6224612,189309000,0.052421078,52.421078,31864000,0.00882338,8.82338,126209000,0.034999378,34.999378,10472000,0.0031818885,3.1818885,14142000,0.003925096,3.9250960000000004,8.823489,24.173942224014002,67.42238,1.5058923,0.5233805
,Asia,1999,3685232600,170182160,0.04640016,46.40016,3.8108091,,44657750,0.012175933,121.75933,,,38920000,0.010632589,10.632589,4822000,0.0013265939,1.3265939,196324000,0.05363393,53.63393000000001,31078000,0.008490227,8.490226999999999,134074000,0.036681373,36.681373,10690000,0.0032059245,3.2059245,13637000,0.0037342687,3.7342687,8.489669,23.259366890694,65.184265,1.4540508,0.50893533
,Asia,2000,3735089700,149073390,0.04010328,40.10328,3.5626383,,41843536,0.011256624,112.56624,,,41718000,0.011245823,11.245823,11122000,0.0030191394,3.0191394,201291000,0.054261543,54.261543,31527000,0.008498659,8.498659,138483000,0.037385076,37.385076000000005,11157000,0.0033024515,3.3024514999999997,12850000,0.0034722153,3.4722153,8.49874,23.28421894524,65.183395,1.4588532,0.51409423
,Asia,2001,3785215000,159146940,0.042246774,42.246774,3.7146194,,42843410,0.011373109,113.73109,,,40693000,0.01082513,10.82513,7298000,0.00195499,1.9549900000000002,201044000,0.05348162,53.48162,32393000,0.008617168,8.617168,136521000,0.036370218,36.370218,12255000,0.0035804254,3.5804254,12467000,0.003324496,3.3244960000000003,8.616512,23.606881955712,66.34039,1.4845111,0.5201275
,Asia,2002,3834687500,164260290,0.043041628,43.041627999999996,3.812444,,43085300,0.0112897735,112.897735,,,42155000,0.011070242,11.070241999999999,12562000,0.0033219252,3.3219252,207969000,0.05461433,54.61433,31790000,0.008348309,8.348309,141067000,0.037099283,37.099283,14965000,0.0043179,4.317900000000001,12473000,0.0032835545,3.2835544999999997,8.3476305,22.870220319243,64.22317,1.4345988,0.4934743
,Asia,2003,3883310800,167652720,0.0433805,43.380500000000005,3.8262234,,43816760,0.011337681,113.37681,,,45806000,0.011879373,11.879373000000001,17857000,0.004663365,4.663365,219063000,0.056812014,56.812014,34175000,0.008862978,8.862978,147092000,0.03820246,38.20246,17013000,0.0048501757,4.850175699999999,12140000,0.0031562396,3.1562396,8.864143,24.285323044818004,68.61521,1.5444642,0.5339058
,Asia,2004,3931402500,184879280,0.047252905,47.252905,4.0472417,,45680316,0.011675335,116.75335,,,41783000,0.01070446,10.704460000000001,5226000,0.0013481937,1.3481937,222146000,0.056911968,56.911968,34569000,0.008856292,8.856292,145915000,0.037436593,37.436592999999995,22246000,0.0062675974,6.2675974,10101000,0.0025943303,2.5943302999999998,8.853777,24.256923045102,68.62413,1.5526799,0.54277474
,Asia,2005,3979329000,197682290,0.049917378,49.917378,4.1856318,,47228784,0.011925889,119.25889000000001,,,41100000,0.010403889,10.403889,10103000,0.0025752648,2.5752648000000002,229968000,0.058213178,58.213178,35979000,0.00910758,9.10758,151048000,0.038291402,38.291402000000005,24269000,0.0067591723,6.7591722999999995,10331000,0.002621925,2.621925,9.10919,24.95668468194,70.77266,1.6056678,0.5651868
,Asia,2006,4027291600,210392450,0.05249588,52.49588,4.2828584,,49124304,0.012257205,122.57205,,,44530000,0.011140616,11.140616000000001,5398000,0.0013599051,1.3599051,236093000,0.059066277,59.066277,36092000,0.0090295775,9.0295775,151110000,0.037860252,37.860251999999996,28183000,0.007760773,7.760773,11228000,0.0028167383,2.8167383000000004,9.028601,24.735892903326,69.82656,1.591677,0.5680646
,Asia,2007,4074998000,219043680,0.05401717,54.01717,4.2947793,,51002316,0.012577403,125.77403,,,43931000,0.010866049,10.866048999999999,9384000,0.0023372858,2.3372858,248066000,0.061357524,61.357524,36780000,0.009097296,9.097296,157226000,0.038945816,38.945816,30611000,0.0083348,8.3348,11776000,0.0029213727,2.9213727,9.097514,24.924695641164003,70.81186,1.624821,0.58433765
,Asia,2008,4122791000,238292430,0.058085606,58.085606,4.5445347,,52434944,0.01278142,127.8142,,,43467000,0.010629122,10.629121999999999,6390000,0.0015735027,1.5735027000000001,266342000,0.065129444,65.12944399999999,38042000,0.0093025295,9.3025295,170060000,0.041646473,41.646473,33328000,0.008974547,8.974547,12992000,0.0031872524,3.1872523999999998,9.303776,25.489797005375998,72.32485,1.6726179,0.59588987
,Asia,2009,4171339800,234263360,0.05644145,56.441449999999996,4.380276,,53481412,0.012885363,128.85363,,,43849000,0.010598932,10.598932,5563000,0.0013540881,1.3540881,266844000,0.06450002,64.50002,38220000,0.009238322,9.238322,168151000,0.04070456,40.70456,35427000,0.009435186,9.435186,12801000,0.00310491,3.10491,9.238538,25.311062760588,71.42723,1.6497996,0.5749059
,Asia,2010,4220041500,253756100,0.060434185,60.434185,4.6073346,,55076550,0.013116951,131.16951,,,55836000,0.013272617,13.272617,4937000,0.0011775743,1.1775742999999999,305320000,0.072576754,72.576754,39352000,0.009354252,9.354252,196796000,0.04677982,46.77982,42687000,0.010946547,10.946546999999999,12385000,0.0029462862,2.9462862,9.353762,25.626744949212,70.298416,1.4028188,0.57993394
,Asia,2011,4268479000,271182880,0.06385271,63.852709999999995,4.819927,,56262856,0.013247651,132.47651,,,50680000,0.011910752,11.910752,6108000,0.0014413813,1.4413813,304867000,0.07164948,71.64948,40334000,0.009479248,9.479247999999998,194076000,0.04564094,45.64094,41691000,0.010576409,10.576409,13191000,0.00310255,3.10255,9.477703,25.966309329378,70.751755,1.4081693,0.5816094
,Asia,2012,4317165600,288402460,0.0671428,67.14280000000001,4.971064,,58016244,0.013506726,135.06726,,,55784000,0.0129629485,12.9629485,6334000,0.0014770072,1.4770072,315154000,0.073234715,73.23471500000001,41253000,0.009586271,9.586271,200816000,0.04667145,46.67145,44040000,0.011491721,11.491721,14071000,0.0032723509,3.2723509,9.585754,26.262339463404,71.442215,1.414851,0.58508337
,Asia,2013,4365287000,305195550,0.07027106,70.27105999999999,5.0749373,,60137790,0.013846686,138.46686,,,57188000,0.0131433755,13.1433755,7254000,0.001673036,1.673036,313897000,0.07214217,72.14217000000001,42754000,0.0098260455,9.8260455,197839000,0.045475047,45.475046999999996,42691000,0.011021181,11.021181,14829000,0.0034108076,3.4108076,9.824028,26.915144936328,73.50527,1.462313,0.6043243
,Asia,2014,4412496400,303739800,0.069189675,69.18967500000001,4.9887094,,60885450,0.013869254,138.69253999999998,,,67734000,0.015401558,15.401558,6624000,0.0015387916,1.5387916000000001,316538000,0.07197535,71.97534999999999,45099000,0.010254744,10.254744,199601000,0.045415845,45.415845000000004,39702000,0.010024335,10.024335,14941000,0.0034000403,3.4000403,10.254626,28.094865472476002,76.15468,1.5204701,0.62649614
,Asia,2015,4458250000,353528670,0.07970701,79.70701,5.1637325,,68463784,0.015435929,154.35929,,,70912000,0.015959762,15.959762,3725000,0.00085785746,0.85785746,382539000,0.08609588,86.09588,47114000,0.01060368,10.60368,239366000,0.053872745,53.872745,61242000,0.0147291515,14.7291515,17102000,0.003852154,3.852154,10.603835,29.05160244921,79.257576,1.583355,0.6518843
,Asia,2016,4502955500,355320160,0.07931746,79.31746000000001,5.25054,,67673070,0.015106534,151.06534,,,71875000,0.016016822,16.016822,3182000,0.00072586635,0.72586635,414269000,0.09231684,92.31684,47938000,0.010682636,10.682636,264627000,0.05897021,58.97021,67357000,0.016680073,16.680073,17232000,0.0038431576,3.8431576,10.681776,29.265139433376,79.34905,1.5843637,0.6526024
,Asia,2017,4547095000,359924580,0.0795669,79.56689999999999,5.3054557,,67840460,0.014997185,149.97185,,,72964000,0.016102312,16.102312,3875000,0.0008621956,0.8621956000000001,427559000,0.094357334,94.357334,45385000,0.010015946,10.015946,277561000,0.06125451,61.254509999999996,70408000,0.01661535,16.61535,17263000,0.0038128875,3.8128875,10.016347,27.442046300922,75.19713,1.4978346,0.61840016
,Asia,2018,4588802600,362979140,0.07951412,79.51411999999999,5.3822017,,67440640,0.014773531,147.73531,,,80015000,0.017498292,17.498292,4685000,0.0010433604,1.0433604,446313000,0.097603135,97.603135,48290000,0.010560426,10.560426,290203000,0.06346381,63.463809999999995,73836000,0.017273704,17.273704000000002,17473000,0.0038243197,3.8243196999999998,10.561862,28.936607929812,79.00274,1.5758584,0.65100026
,Asia,2019,4627738600,357702000,0.077699855,77.699855,5.5536313,,64408670,0.013990819,139.90819,,,86767000,0.018794876,18.794876,5372000,0.001173676,1.173676,450747000,0.097637735,97.637735,49693000,0.010764158,10.764158,297654000,0.06448504,64.48504,68306000,0.015868241,15.868241000000001,18126000,0.0039296467,3.9296467,10.763905,29.49015039003,80.47952,1.6076145,0.6634726
,Asia,2020,4663086600,357567200,0.07708239,77.08239,5.549239,,64435360,0.013890623,138.90623,,,97323000,0.020921959,20.921959,7035000,0.0015257675,1.5257675000000002,440452000,0.09468593,94.68593,40250000,0.0086527215,8.6527215,302419000,0.06502181,65.02181,63703000,0.014691512,14.691512,17806000,0.0038311053,3.8311053,8.654919,23.712106612194,65.70597,1.3042753,0.53878057
